Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
BA,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Premium Economy,3,PEco-4,PEFLEX,Premium Economy Flex,"+3,664.14 USD",4696.7,USD,Ubfly,PEFLEX,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,0,Bus-1,BIZPROMO,Business Basic,0.00 USD,9479.73,USD,Ubfly,BIZPROMO,Personal Item: 40 x 30 x 15 cm; Dedicated check-in area,Included,Included,Unknown,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,1,Bus-2,BUSINESS PLUS SELECT,Business Comfort,+465.83 USD,9945.56,USD,Ubfly,BIZSEL,Personal Item: 40 x 30 x 15 cm; Dedicated check-in area,Included,Included,Included,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,2,Bus-3,BIZPRO,Business — BIZPRO,+732.04 USD,10211.77,USD,Ubfly,BIZPRO,Dedicated check-in area; Change without penalty before flight; Personal Item: 40 x 30 x 15 cm,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,3,Bus-4,BUSINESS FLEX,Business Flex,"+2,129.55 USD",11609.28,USD,Ubfly,BIZFLEX,Personal Item: 40 x 30 x 15 cm; Dedicated check-in area; Change without penalty before flight,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,0,Eco-1,BASIC,Economy Basic,0.00 USD,1032.56,USD,Ubfly,NOBAG,Personal Item: 40 x 30 x 15 cm,Included,Not Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,1,Eco-2,ECONOMY BASIC,Economy Basic,+36.68 USD,1069.24,USD,Ubfly,BAG,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg),Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,2,Eco-3,PLUS SELECT,Economy Comfort,+166.36 USD,1198.92,USD,Ubfly,ECONSEL,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,3,Eco-4,ECONPRO,Economy — ECONPRO,+232.92 USD,1265.48,USD,Ubfly,ECONPRO,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,4,Eco-5,PLUS FLEX,Economy Comfort,"+2,389.08 USD",3421.64,USD,Ubfly,ECONFLEX,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Premium Economy,0,PEco-1,PREMECON,Premium Economy — PREMECON,"+1,677.02 USD",2709.58,USD,Ubfly,PREMECON,Personal Item: 40 x 30 x 15 cm,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Premium Economy,1,PEco-2,PESEL,Premium Economy — PESEL,"+1,810.11 USD",2842.67,USD,Ubfly,PESEL,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Premium Economy,2,PEco-3,PEPRO,Premium Economy — PEPRO,"+1,909.93 USD",2942.49,USD,Ubfly,PEPRO,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Premium Economy,3,PEco-4,PEFLEX,Premium Economy Flex,"+3,664.14 USD",4696.7,USD,Ubfly,PEFLEX,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,0,Bus-1,BIZPROMO,Business Basic,0.00 USD,5162.45,USD,Ubfly,BIZPROMO,Personal Item: 40 x 30 x 15 cm; Dedicated check-in area,Included,Included,Unknown,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,1,Bus-2,BUSINESS PLUS SELECT,Business Comfort,+605.60 USD,5768.05,USD,Ubfly,BIZSEL,Dedicated check-in area; Personal Item: 40 x 30 x 15 cm,Included,Included,Included,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,2,Bus-3,BIZPRO,Business — BIZPRO,"+1,082.07 USD",6244.52,USD,Ubfly,BIZPRO,Dedicated check-in area; Change without penalty before flight; Personal Item: 40 x 30 x 15 cm,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,3,Bus-4,BUSINESS FLEX,Business Flex,"+3,833.18 USD",8995.63,USD,Ubfly,BIZFLEX,Personal Item: 40 x 30 x 15 cm; Dedicated check-in area; Change without penalty before flight,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Economy,0,Eco-1,Economy Saver,Economy Basic,0.00 USD,965.96,USD,Ubfly,ECSV,1. Changes:; · At any time; · Permitted with a change fee. Please refer to the fare rules for the applicable change fees.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Economy,1,Eco-2,Economy Flex,Economy Flex,+582.69 USD,1548.65,USD,Ubfly,ECFL,1. Changes:; · At any time; · Change is permitted.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Premium Economy,0,PEco-1,Premium Economy Saver,Premium Economy Basic,"+1,804.40 USD",2770.36,USD,Ubfly,PYSV,1. Changes:; · At any time; · Permitted with a change fee. Please refer to the fare rules for the applicable change fees.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Premium Economy,1,PEco-2,Premium Economy Flex,Premium Economy Flex,"+2,565.72 USD",3531.68,USD,Ubfly,PYFL,1. Changes:; · At any time; · Change is permitted.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,0,Eco-1,Economy Saver,Economy Basic,0.00 USD,842.73,USD,Ubfly,ECSV,1. Changes:; · At any time; · Permitted with a change fee. Please refer to the fare rules for the applicable change fees.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,1,Eco-2,Economy Flex,Economy Flex,+582.69 USD,1425.42,USD,Ubfly,ECFL,1. Changes:; · At any time; · Change is permitted.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Premium Economy,0,PEco-1,Premium Economy Flex,Premium Economy Flex,"+2,498.61 USD",3341.34,USD,Ubfly,PYFL,1. Changes:; · At any time; · Change is permitted.; · New fare must be of equal or higher value; 2. Name changes:; · Name change is not permitted; 4.Qantas Frequent Flyer benefits:; · Qantas Points and Status credits may be earned on this fare and will be calculated on each Segment; 5. Inclusions on Qantas operated flights:; · Complimentary in-flight entertainment where available; Classic Upgrade Rewards may be eligible on this fare on Qantas Operated flights,Included,Included,Included,Included,Paid,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Economy,0,Eco-1,ECONOMY CLASSIC,Economy Standard,0.00 USD,855.04,USD,Ubfly,ECLASSIC,,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,50.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Economy,1,Eco-2,ECONOMY CONVENIENCE,Economy — ECONOMY CONVENIENCE,+52.64 USD,907.68,USD,Ubfly,ECONVENIEN,,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,75.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Economy,2,Eco-3,ECONOMY COMFORT,Economy Comfort,+467.16 USD,1322.2,USD,Ubfly,ECOMFORT,Uninterrupted return (up to the last 12 hours); Change with Penalty,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,100.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,0,Bus-1,BUSINESS COMFORT,Business Comfort,0.00 USD,5142.59,USD,Ubfly,BCOMFORT,175 PCT QMILES ACCUMULATION(F),Included,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-10-31,2026-11-03,Summer,Business,1,Bus-2,BUSINESS ELITE,Business Lite,+696.11 USD,5838.7,USD,Ubfly,BELITE,200 PCT QMILES ACCUMULATION(F); Uninterrupted return (up to the last 12 hours); Change with Penalty,Included,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,0,Eco-1,ECONOMY CLASSIC,Economy Standard,0.00 USD,704.63,USD,Ubfly,ECLASSIC,,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,50.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,1,Eco-2,ECONOMY CONVENIENCE,Economy — ECONOMY CONVENIENCE,+168.44 USD,873.07,USD,Ubfly,ECONVENIEN,,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,75.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Economy,2,Eco-3,ECONOMY COMFORT,Economy Comfort,+582.95 USD,1287.58,USD,Ubfly,ECOMFORT,Uninterrupted return (up to the last 12 hours); Change with Penalty,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,100.0,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,0,Bus-1,BUSINESS COMFORT,Business Comfort,0.00 USD,4598.29,USD,Ubfly,BCOMFORT,175 PCT QMILES ACCUMULATION(F),Included,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,success,0
QR,LHR,SIN,LON,GB,SIN,SG,2026-11-03,2026-11-06,Winter,Business,1,Bus-2,BUSINESS ELITE,Business Lite,"+1,139.32 USD",5737.61,USD,Ubfly,BELITE,200 PCT QMILES ACCUMULATION(F); Uninterrupted return (up to the last 12 hours); Change with Penalty,Included,Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,success,0
MH,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,822.12,USD,Ubfly,BASIC,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
MH,LHR,KUL,LON,GB,KUL,MY,2027-01-24,2027-01-27,Winter,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,822.12,USD,Ubfly,BASIC,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,0,Eco-1,BASIC,Economy Basic,0.00 USD,935.4,USD,Ubfly,NOBAG,Personal Item: 40 x 30 x 15 cm,Included,Not Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,1,Eco-2,ECONOMY BASIC,Economy Basic,+36.68 USD,972.08,USD,Ubfly,BAG,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg),Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,2,Eco-3,PLUS SELECT,Economy Comfort,+166.36 USD,1101.76,USD,Ubfly,ECONSEL,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,3,Eco-4,ECONPRO,Economy — ECONPRO,+232.92 USD,1168.32,USD,Ubfly,ECONPRO,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Economy,4,Eco-5,PLUS FLEX,Economy Comfort,"+1,941.89 USD",2877.29,USD,Ubfly,ECONFLEX,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Premium Economy,0,PEco-1,PREMECON,Premium Economy — PREMECON,"+1,236.47 USD",2171.87,USD,Ubfly,PREMECON,Personal Item: 40 x 30 x 15 cm,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
BA,LHR,KUL,LON,GB,KUL,MY,2026-09-18,2026-09-21,Summer,Premium Economy,1,PEco-2,PESEL,Premium Economy — PESEL,"+1,369.56 USD",2304.96,USD,Ubfly,PESEL,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T11:11:35+00:00,partial,0
