Carrier,Origin,Destination,Season,Status,Retry Count,Sources Tried,Error,Validation Issues,Elapsed (s)
W6,VAR,LTN,Winter,no_availability,0,,Ubfly: no flights VAR-LTN 2026-11-30,,0.0
W9,VAR,LTN,Summer,no_availability,0,,Ubfly: no flights VAR-LTN 2027-04-11,,0.0
W9,VAR,LTN,Winter,no_availability,0,,Ubfly: no flights VAR-LTN 2026-11-30,,0.0
W4,OTP,AGP,Summer,no_availability,0,,Ubfly: W4 not on route OTP-AGP,,0.0
W4,OTP,AGP,Winter,no_availability,0,,Ubfly: W4 not on route OTP-AGP,,0.0
FR,OTP,AGP,Summer,no_availability,0,,Ubfly: FR not on route OTP-AGP,,0.0
FR,OTP,AGP,Winter,no_availability,0,,Ubfly: FR not on route OTP-AGP,,0.0
H4,OTP,AGP,Summer,no_availability,0,,Ubfly: H4 not on route OTP-AGP,,0.0
H4,OTP,AGP,Winter,no_availability,0,,Ubfly: H4 not on route OTP-AGP,,0.0
W4,OTP,BCN,Summer,no_availability,0,,Ubfly: W4 not on route OTP-BCN,,0.0
W4,OTP,BCN,Winter,no_availability,0,,Ubfly: W4 not on route OTP-BCN,,0.0
H4,OTP,BCN,Summer,no_availability,0,,Ubfly: H4 not on route OTP-BCN,,0.0
H4,OTP,BCN,Winter,no_availability,0,,Ubfly: H4 not on route OTP-BCN,,0.0
OE,OTP,BCN,Summer,no_availability,0,,Ubfly: OE not on route OTP-BCN,,0.0
OE,OTP,BCN,Winter,no_availability,0,,Ubfly: OE not on route OTP-BCN,,0.0
W4,OTP,MAD,Summer,no_availability,0,,Ubfly: W4 not on route OTP-MAD,,0.0
W4,OTP,MAD,Winter,no_availability,0,,Ubfly: W4 not on route OTP-MAD,,0.0
FR,OTP,MAD,Summer,no_availability,0,,Ubfly: FR not on route OTP-MAD,,0.0
FR,OTP,MAD,Winter,no_availability,0,,Ubfly: FR not on route OTP-MAD,,0.0
RO,OTP,MAD,Summer,no_availability,0,,Ubfly: RO not on route OTP-MAD,,0.0
RO,OTP,MAD,Winter,no_availability,0,,Ubfly: RO not on route OTP-MAD,,0.0
W9,CND,LTN,Summer,no_availability,0,,Ubfly: no flights CND-LTN 2027-05-25,,0.0
W9,CND,LTN,Winter,no_availability,0,,Ubfly: no flights CND-LTN 2027-01-25,,0.0
W4,CND,LTN,Summer,no_availability,0,,Ubfly: no flights CND-LTN 2027-05-25,,0.0
W4,CND,LTN,Winter,no_availability,0,,Ubfly: no flights CND-LTN 2027-01-25,,0.0
W4,OTP,BHX,Summer,no_availability,0,,Ubfly: W4 not on route OTP-BHX,,0.0
W4,OTP,BHX,Winter,no_availability,0,,Ubfly: W4 not on route OTP-BHX,,0.0
FR,OTP,BHX,Summer,no_availability,0,,Ubfly: FR not on route OTP-BHX,,0.0
FR,OTP,BHX,Winter,no_availability,0,,Ubfly: FR not on route OTP-BHX,,0.0
FR,OTP,MAN,Summer,no_availability,0,,Ubfly: FR not on route OTP-MAN,,0.0
FR,OTP,MAN,Winter,no_availability,0,,Ubfly: FR not on route OTP-MAN,,0.0
RK,OTP,MAN,Summer,no_availability,0,,Ubfly: RK not on route OTP-MAN,,0.0
RK,OTP,MAN,Winter,no_availability,0,,Ubfly: RK not on route OTP-MAN,,0.0
W4,BBU,ATH,Summer,no_availability,0,,Ubfly: no flights BBU-ATH 2026-09-16,,0.0
W4,BBU,ATH,Winter,no_availability,0,,Ubfly: no flights BBU-ATH 2027-03-11,,0.0
A2,CLJ,ATH,Summer,no_availability,0,,Ubfly: A2 not on route CLJ-ATH,,0.0
A2,CLJ,ATH,Winter,no_availability,0,,Ubfly: A2 not on route CLJ-ATH,,0.0
RO,CLJ,ATH,Summer,no_availability,0,,Ubfly: RO not on route CLJ-ATH,,0.0
RO,CLJ,ATH,Winter,no_availability,0,,Ubfly: RO not on route CLJ-ATH,,0.0
W4,OTP,ATH,Summer,no_availability,0,,Ubfly: W4 not on route OTP-ATH,,0.0
W4,OTP,ATH,Winter,no_availability,0,,Ubfly: W4 not on route OTP-ATH,,0.0
RO,OTP,ATH,Summer,no_availability,0,,Ubfly: RO not on route OTP-ATH,,0.0
RO,OTP,ATH,Winter,no_availability,0,,Ubfly: RO not on route OTP-ATH,,0.0
SU,LED,CAN,Summer,no_availability,0,,Ubfly: SU not on route LED-CAN,,0.0
SU,LED,CAN,Winter,no_availability,0,,Ubfly: SU not on route LED-CAN,,0.0
3U,LED,CAN,Summer,no_availability,0,,Ubfly: 3U not on route LED-CAN,,0.0
3U,LED,CAN,Winter,no_availability,0,,Ubfly: 3U not on route LED-CAN,,0.0
CZ,SVO,CAN,Summer,no_availability,0,,Ubfly: CZ not on route SVO-CAN,,0.0
CZ,SVO,CAN,Winter,no_availability,0,,Ubfly: CZ not on route SVO-CAN,,0.0
HU,SVO,CAN,Summer,no_availability,0,,Ubfly: HU not on route SVO-CAN,,0.0
HU,SVO,CAN,Winter,no_availability,0,,Ubfly: HU not on route SVO-CAN,,0.0
V0,VKO,CAN,Summer,no_availability,0,,Ubfly: V0 not on route VKO-CAN,,0.0
V0,VKO,CAN,Winter,no_availability,0,,Ubfly: V0 not on route VKO-CAN,,0.0
SU,VKO,CAN,Summer,no_availability,0,,Ubfly: SU not on route VKO-CAN,,0.0
SU,VKO,CAN,Winter,no_availability,0,,Ubfly: SU not on route VKO-CAN,,0.0
GF,DME,MLE,Summer,no_availability,0,,Ubfly: GF not on route DME-MLE,,0.0
GF,DME,MLE,Winter,no_availability,0,,Ubfly: GF not on route DME-MLE,,0.0
G9,DME,MLE,Summer,no_availability,0,,Ubfly: G9 not on route DME-MLE,,0.0
G9,DME,MLE,Winter,no_availability,0,,Ubfly: G9 not on route DME-MLE,,0.0
SU,SVO,MLE,Winter,no_availability,0,,Ubfly: SU not on route SVO-MLE,,0.0
ZF,VKO,MLE,Summer,no_availability,0,,Ubfly: ZF not on route VKO-MLE,,0.0
ZF,VKO,MLE,Winter,no_availability,0,,Ubfly: ZF not on route VKO-MLE,,0.0
FZ,VKO,MLE,Summer,no_availability,0,,Ubfly: FZ not on route VKO-MLE,,0.0
FZ,VKO,MLE,Winter,no_availability,0,,Ubfly: FZ not on route VKO-MLE,,0.0
J2,VKO,MLE,Summer,no_availability,0,,Ubfly: J2 not on route VKO-MLE,,0.0
SU,LED,HKT,Winter,no_availability,0,,Ubfly: SU not on route LED-HKT,,0.0
EO,LED,HKT,Summer,no_availability,0,,Ubfly: EO not on route LED-HKT,,0.0
EO,LED,HKT,Winter,no_availability,0,,Ubfly: EO not on route LED-HKT,,0.0
3U,LED,HKT,Summer,no_availability,0,,Ubfly: 3U not on route LED-HKT,,0.0
3U,LED,HKT,Winter,no_availability,0,,Ubfly: 3U not on route LED-HKT,,0.0
SU,SVO,BKK,Summer,no_availability,0,,Ubfly: SU not on route SVO-BKK,,0.0
SU,SVO,BKK,Winter,no_availability,0,,Ubfly: SU not on route SVO-BKK,,0.0
HU,SVO,BKK,Summer,no_availability,0,,Ubfly: HU not on route SVO-BKK,,0.0
HU,SVO,BKK,Winter,no_availability,0,,Ubfly: HU not on route SVO-BKK,,0.0
SU,SVO,HKT,Winter,no_availability,0,,Ubfly: SU not on route SVO-HKT,,0.0
3U,SVO,HKT,Summer,no_availability,0,,Ubfly: 3U not on route SVO-HKT,,0.0
3U,SVO,HKT,Winter,no_availability,0,,Ubfly: 3U not on route SVO-HKT,,0.0
CZ,CDG,CAN,Summer,no_availability,0,,Ubfly: CZ not on route CDG-CAN,,0.0
CZ,CDG,CAN,Winter,no_availability,0,,Ubfly: CZ not on route CDG-CAN,,0.0
HU,CDG,CAN,Summer,no_availability,0,,Ubfly: HU not on route CDG-CAN,,0.0
HU,CDG,CAN,Winter,no_availability,0,,Ubfly: HU not on route CDG-CAN,,0.0
HU,CDG,PEK,Summer,no_availability,0,,Ubfly: HU not on route CDG-PEK,,0.0
HU,CDG,PEK,Winter,no_availability,0,,Ubfly: HU not on route CDG-PEK,,0.0
HU,CDG,PVG,Summer,no_availability,0,,Ubfly: HU not on route CDG-PVG,,0.0
HU,CDG,PVG,Winter,no_availability,0,,Ubfly: HU not on route CDG-PVG,,0.0
MU,CDG,KIX,Summer,no_availability,0,,Ubfly: MU not on route CDG-KIX,,0.0
MU,CDG,KIX,Winter,no_availability,0,,Ubfly: MU not on route CDG-KIX,,0.0
BR,CDG,KIX,Summer,no_availability,0,,Ubfly: BR not on route CDG-KIX,,0.0
BR,CDG,KIX,Winter,no_availability,0,,Ubfly: BR not on route CDG-KIX,,0.0
BR,CDG,NRT,Summer,no_availability,0,,Ubfly: BR not on route CDG-NRT,,0.0
BR,CDG,NRT,Winter,no_availability,0,,Ubfly: BR not on route CDG-NRT,,0.0
MU,CDG,NRT,Summer,no_availability,0,,Ubfly: MU not on route CDG-NRT,,0.0
MU,CDG,NRT,Winter,no_availability,0,,Ubfly: MU not on route CDG-NRT,,0.0
TG,CDG,BKK,Summer,no_availability,0,,Ubfly: TG not on route CDG-BKK,,0.0
TG,CDG,BKK,Winter,no_availability,0,,Ubfly: TG not on route CDG-BKK,,0.0
FR,ATH,CRL,Summer,no_availability,0,,Ubfly: FR not on route ATH-CRL,,0.0
FR,ATH,CRL,Winter,no_availability,0,,Ubfly: FR not on route ATH-CRL,,0.0
W4,ATH,CRL,Summer,no_availability,0,,Ubfly: W4 not on route ATH-CRL,,0.0
W4,ATH,CRL,Winter,no_availability,0,,Ubfly: W4 not on route ATH-CRL,,0.0
AF,ATH,ZYR,Summer,no_availability,0,,Ubfly: no flights ATH-ZYR 2026-10-02,,0.0
AF,ATH,ZYR,Winter,no_availability,0,,Ubfly: no flights ATH-ZYR 2026-12-14,,0.0
KL,ATH,ZYR,Summer,no_availability,0,,Ubfly: no flights ATH-ZYR 2026-10-02,,0.0
KL,ATH,ZYR,Winter,no_availability,0,,Ubfly: no flights ATH-ZYR 2026-12-14,,0.0
FR,ATH,BER,Summer,no_availability,0,,Ubfly: FR not on route ATH-BER,,0.0
FR,ATH,BER,Winter,no_availability,0,,Ubfly: FR not on route ATH-BER,,0.0
EW,ATH,DUS,Summer,no_availability,0,,Ubfly: EW not on route ATH-DUS,,0.0
EW,ATH,DUS,Winter,no_availability,0,,Ubfly: EW not on route ATH-DUS,,0.0
U2,ATH,LGW,Summer,no_availability,0,,Ubfly: U2 not on route ATH-LGW,,0.0
U2,ATH,LGW,Winter,no_availability,0,,Ubfly: U2 not on route ATH-LGW,,0.0
W9,ATH,LGW,Summer,no_availability,0,,Ubfly: W9 not on route ATH-LGW,,0.0
W9,ATH,LGW,Winter,no_availability,0,,Ubfly: W9 not on route ATH-LGW,,0.0
SK,ATH,LHR,Winter,no_availability,0,,Ubfly: SK not on route ATH-LHR,,0.0
U2,SKG,LGW,Summer,no_availability,0,,Ubfly: U2 not on route SKG-LGW,,0.0
U2,SKG,LGW,Winter,no_availability,0,,Ubfly: U2 not on route SKG-LGW,,0.0
BA,SKG,LGW,Summer,no_availability,0,,Ubfly: BA not on route SKG-LGW,,0.0
BA,SKG,LGW,Winter,no_availability,0,,Ubfly: BA not on route SKG-LGW,,0.0
BY,SKG,LGW,Summer,no_availability,0,,Ubfly: BY not on route SKG-LGW,,0.0
BY,SKG,LGW,Winter,no_availability,0,,Ubfly: BY not on route SKG-LGW,,0.0
HU,FCO,PVG,Summer,no_availability,0,,Ubfly: HU not on route FCO-PVG,,0.0
HU,FCO,PVG,Winter,no_availability,0,,Ubfly: HU not on route FCO-PVG,,0.0
3U,FCO,PVG,Summer,no_availability,0,,Ubfly: 3U not on route FCO-PVG,,0.0
3U,FCO,PVG,Winter,no_availability,0,,Ubfly: 3U not on route FCO-PVG,,0.0
HU,MXP,PEK,Summer,no_availability,0,,Ubfly: HU not on route MXP-PEK,,0.0
HU,MXP,PEK,Winter,no_availability,0,,Ubfly: HU not on route MXP-PEK,,0.0
HO,MXP,PVG,Summer,no_availability,0,,Ubfly: HO not on route MXP-PVG,,0.0
HO,MXP,PVG,Winter,no_availability,0,,Ubfly: HO not on route MXP-PVG,,0.0
TW,FCO,ICN,Summer,no_availability,0,,Ubfly: TW not on route FCO-ICN,,0.0
TW,FCO,ICN,Winter,no_availability,0,,Ubfly: TW not on route FCO-ICN,,0.0
OZ,FCO,ICN,Summer,no_availability,0,,Ubfly: OZ not on route FCO-ICN,,0.0
OZ,FCO,ICN,Winter,no_availability,0,,Ubfly: OZ not on route FCO-ICN,,0.0
OZ,MXP,ICN,Summer,no_availability,0,,Ubfly: OZ not on route MXP-ICN,,0.0
OZ,MXP,ICN,Winter,no_availability,0,,Ubfly: OZ not on route MXP-ICN,,0.0
J9,ADJ,DAC,Summer,no_availability,0,,Ubfly: no flights ADJ-DAC 2026-11-06,,0.0
J9,ADJ,DAC,Winter,no_availability,0,,Ubfly: no flights ADJ-DAC 2027-04-04,,0.0
KU,ADJ,DAC,Summer,no_availability,0,,Ubfly: no flights ADJ-DAC 2026-11-06,,0.0
KU,ADJ,DAC,Winter,no_availability,0,,Ubfly: no flights ADJ-DAC 2027-04-04,,0.0
G9,ADJ,DAC,Summer,no_availability,0,,Ubfly: no flights ADJ-DAC 2026-11-06,,0.0
G9,ADJ,DAC,Winter,no_availability,0,,Ubfly: no flights ADJ-DAC 2027-04-04,,0.0
ET,AMM,DAC,Summer,no_availability,0,,Ubfly: ET not on route AMM-DAC,,0.0
ET,AMM,DAC,Winter,no_availability,0,,Ubfly: ET not on route AMM-DAC,,0.0
G9,AMM,DAC,Summer,no_availability,0,,Ubfly: G9 not on route AMM-DAC,,0.0
G9,AMM,DAC,Winter,no_availability,0,,Ubfly: G9 not on route AMM-DAC,,0.0
J9,AMM,DAC,Summer,no_availability,0,,Ubfly: J9 not on route AMM-DAC,,0.0
J9,AMM,DAC,Winter,no_availability,0,,Ubfly: J9 not on route AMM-DAC,,0.0
QR,AQJ,DAC,Summer,no_availability,0,,Ubfly: QR not on route AQJ-DAC,,0.0
QR,AQJ,DAC,Winter,no_availability,0,,Ubfly: QR not on route AQJ-DAC,,0.0
BS,AQJ,DAC,Summer,no_availability,0,,Ubfly: BS not on route AQJ-DAC,,0.0
BS,AQJ,DAC,Winter,no_availability,0,,Ubfly: BS not on route AQJ-DAC,,0.0
EK,AQJ,DAC,Summer,no_availability,0,,Ubfly: EK not on route AQJ-DAC,,0.0
EK,AQJ,DAC,Winter,no_availability,0,,Ubfly: EK not on route AQJ-DAC,,0.0
MF,AMM,PKX,Summer,no_availability,0,,Ubfly: MF not on route AMM-PKX,,0.0
MF,AMM,PKX,Winter,no_availability,0,,Ubfly: MF not on route AMM-PKX,,0.0
G9,AMM,BKK,Summer,no_availability,0,,Ubfly: G9 not on route AMM-BKK,,0.0
G9,AMM,BKK,Winter,no_availability,0,,Ubfly: G9 not on route AMM-BKK,,0.0
G9,AMM,HKT,Summer,no_availability,0,,Ubfly: G9 not on route AMM-HKT,,0.0
G9,AMM,HKT,Winter,no_availability,0,,Ubfly: G9 not on route AMM-HKT,,0.0
QR,AQJ,BKK,Summer,no_availability,0,,Ubfly: QR not on route AQJ-BKK,,0.0
QR,AQJ,BKK,Winter,no_availability,0,,Ubfly: QR not on route AQJ-BKK,,0.0
TK,AQJ,BKK,Summer,no_availability,0,,Ubfly: TK not on route AQJ-BKK,,0.0
TK,AQJ,BKK,Winter,no_availability,0,,Ubfly: TK not on route AQJ-BKK,,0.0
G9,BEY,DAC,Summer,no_availability,0,,Ubfly: G9 not on route BEY-DAC,,0.0
G9,BEY,DAC,Winter,no_availability,0,,Ubfly: G9 not on route BEY-DAC,,0.0
FZ,BEY,DAC,Summer,no_availability,0,,Ubfly: FZ not on route BEY-DAC,,0.0
FZ,BEY,DAC,Winter,no_availability,0,,Ubfly: FZ not on route BEY-DAC,,0.0
KU,BEY,DAC,Summer,no_availability,0,,Ubfly: KU not on route BEY-DAC,,0.0
KU,BEY,DAC,Winter,no_availability,0,,Ubfly: KU not on route BEY-DAC,,0.0
G9,BEY,BKK,Summer,no_availability,0,,Ubfly: G9 not on route BEY-BKK,,0.0
G9,BEY,BKK,Winter,no_availability,0,,Ubfly: G9 not on route BEY-BKK,,0.0
W5,BEY,DMK,Summer,no_availability,0,,Ubfly: W5 not on route BEY-DMK,,0.0
W5,BEY,DMK,Winter,no_availability,0,,Ubfly: W5 not on route BEY-DMK,,0.0
G9,BEY,HKT,Summer,no_availability,0,,Ubfly: G9 not on route BEY-HKT,,0.0
G9,BEY,HKT,Winter,no_availability,0,,Ubfly: G9 not on route BEY-HKT,,0.0
HU,JED,CAN,Summer,no_availability,0,,Ubfly: HU not on route JED-CAN,,0.0
HU,JED,CAN,Winter,no_availability,0,,Ubfly: HU not on route JED-CAN,,0.0
D7,JED,PKX,Summer,no_availability,0,,Ubfly: D7 not on route JED-PKX,,0.0
D7,JED,PKX,Winter,no_availability,0,,Ubfly: D7 not on route JED-PKX,,0.0
HU,JED,PVG,Summer,no_availability,0,,Ubfly: HU not on route JED-PVG,,0.0
HU,JED,PVG,Winter,no_availability,0,,Ubfly: HU not on route JED-PVG,,0.0
QR,JED,PVG,Winter,no_availability,0,,Ubfly: QR not on route JED-PVG,,0.0
OD,JED,NRT,Summer,no_availability,0,,Ubfly: OD not on route JED-NRT,,0.0
OD,JED,NRT,Winter,no_availability,0,,Ubfly: OD not on route JED-NRT,,0.0
TR,JED,NRT,Summer,no_availability,0,,Ubfly: TR not on route JED-NRT,,0.0
TR,JED,NRT,Winter,no_availability,0,,Ubfly: TR not on route JED-NRT,,0.0
CX,RUH,KIX,Winter,no_availability,0,,Ubfly: CX not on route RUH-KIX,,0.0
XJ,RUH,KIX,Summer,no_availability,0,,Ubfly: XJ not on route RUH-KIX,,0.0
XJ,RUH,KIX,Winter,no_availability,0,,Ubfly: XJ not on route RUH-KIX,,0.0
PR,JED,MNL,Summer,no_availability,0,,Ubfly: PR not on route JED-MNL,,0.0
PR,JED,MNL,Winter,no_availability,0,,Ubfly: PR not on route JED-MNL,,0.0
PR,MED,MNL,Summer,no_availability,0,,Ubfly: PR not on route MED-MNL,,0.0
PR,MED,MNL,Winter,no_availability,0,,Ubfly: PR not on route MED-MNL,,0.0
PR,TIF,MNL,Summer,no_availability,0,,Ubfly: PR not on route TIF-MNL,,0.0
PR,TIF,MNL,Winter,no_availability,0,,Ubfly: PR not on route TIF-MNL,,0.0
QR,TIF,MNL,Winter,no_availability,0,,Ubfly: QR not on route TIF-MNL,,0.0
6E,BOM,MAN,Summer,no_availability,0,,Ubfly: 6E not on route BOM-MAN,,0.0
6E,BOM,MAN,Winter,no_availability,0,,Ubfly: 6E not on route BOM-MAN,,0.0
DE,MLE,FRA,Summer,no_availability,0,,Ubfly: DE not on route MLE-FRA,,0.0
DE,MLE,FRA,Winter,no_availability,0,,Ubfly: DE not on route MLE-FRA,,0.0
GF,MLE,DME,Summer,no_availability,0,,Ubfly: GF not on route MLE-DME,,0.0
GF,MLE,DME,Winter,no_availability,0,,Ubfly: GF not on route MLE-DME,,0.0
G9,MLE,DME,Summer,no_availability,0,,Ubfly: G9 not on route MLE-DME,,0.0
G9,MLE,DME,Winter,no_availability,0,,Ubfly: G9 not on route MLE-DME,,0.0
SU,MLE,SVO,Winter,no_availability,0,,Ubfly: SU not on route MLE-SVO,,0.0
ZF,MLE,VKO,Summer,no_availability,0,,Ubfly: ZF not on route MLE-VKO,,0.0
ZF,MLE,VKO,Winter,no_availability,0,,Ubfly: ZF not on route MLE-VKO,,0.0
FZ,MLE,VKO,Summer,no_availability,0,,Ubfly: FZ not on route MLE-VKO,,0.0
FZ,MLE,VKO,Winter,no_availability,0,,Ubfly: FZ not on route MLE-VKO,,0.0
J2,MLE,VKO,Summer,no_availability,0,,Ubfly: J2 not on route MLE-VKO,,0.0
PK,ISB,LHR,Summer,no_availability,0,,Ubfly: PK not on route ISB-LHR,,0.0
PK,ISB,LHR,Winter,no_availability,0,,Ubfly: PK not on route ISB-LHR,,0.0
OM,FRA,PEK,Summer,no_availability,0,,Ubfly: OM not on route FRA-PEK,,0.0
OM,FRA,PEK,Winter,no_availability,0,,Ubfly: OM not on route FRA-PEK,,0.0
FR,BER,ATH,Summer,no_availability,0,,Ubfly: FR not on route BER-ATH,,0.0
