Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
SV,LHE,LHR,LHE,PK,LON,GB,2026-08-29,2026-09-01,Summer,Business,1,Bus-2,Business Flex,Business Flex,+121.90 USD,3815.2,USD,Ubfly,NFLEXB,Priority Services; Change without penalty; Uninterrupted return (up to the last 12 hours); Business/First Class: 2 free bags,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,,2026-07-29T13:34:28+00:00,success,0
SV,LHE,LHR,LHE,PK,LON,GB,2027-02-03,2027-02-06,Winter,Economy,0,Eco-1,Economy Basic,Economy Basic,0.00 USD,495.36,USD,Ubfly,NBASICE,1 Free bag: 23 kg,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,35.0,2026-07-29T13:34:28+00:00,success,0
SV,LHE,LHR,LHE,PK,LON,GB,2027-02-03,2027-02-06,Winter,Economy,1,Eco-2,Economy Flex,Economy Flex,+260.22 USD,755.58,USD,Ubfly,NFLEXE,Change without penalty; Uninterrupted return (up to the last 12 hours); 2 Free bags: 23 kg,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,,2026-07-29T13:34:28+00:00,success,0
SV,LHE,LHR,LHE,PK,LON,GB,2027-02-03,2027-02-06,Winter,Business,0,Bus-1,Business Basic,Business Basic,0.00 USD,5368.84,USD,Ubfly,NBASICB,Priority Services; Business/First Class: 2 free bags,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,175.0,2026-07-29T13:34:28+00:00,success,0
SV,LHE,LHR,LHE,PK,LON,GB,2027-02-03,2027-02-06,Winter,Business,1,Bus-2,Business Flex,Business Flex,+121.92 USD,5490.76,USD,Ubfly,NFLEXB,Priority Services; Change without penalty; Uninterrupted return (up to the last 12 hours); Business/First Class: 2 free bags,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,,2026-07-29T13:34:28+00:00,success,0
SV,LHE,BLQ,LHE,PK,BLQ,IT,2027-05-13,2027-05-16,Summer,Economy,0,Eco-1,Economy Basic,Economy Basic,0.00 USD,1063.8,USD,Ubfly,NBASICE,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-29T13:34:28+00:00,partial,0
SV,LHE,BLQ,LHE,PK,BLQ,IT,2027-03-14,2027-03-17,Winter,Economy,0,Eco-1,Economy Basic,Economy Basic,0.00 USD,960.7,USD,Ubfly,NBASICE,1 Free bag: 23 kg,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,35.0,2026-07-29T13:34:28+00:00,success,0
SV,LHE,BLQ,LHE,PK,BLQ,IT,2027-03-14,2027-03-17,Winter,Economy,1,Eco-2,Economy Flex,Economy Flex,+82.36 USD,1043.06,USD,Ubfly,NFLEXE,Change without penalty; Uninterrupted return (up to the last 12 hours); 2 Free bags: 23 kg,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,,2026-07-29T13:34:28+00:00,success,0
SV,LHE,BLQ,LHE,PK,BLQ,IT,2027-03-14,2027-03-17,Winter,Business,0,Bus-1,Business Basic,Business Basic,0.00 USD,2937.12,USD,Ubfly,NBASICB,Priority Services; Business/First Class: 2 free bags,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,175.0,2026-07-29T13:34:28+00:00,success,0
SV,LHE,BLQ,LHE,PK,BLQ,IT,2027-03-14,2027-03-17,Winter,Business,1,Bus-2,Business Flex,Business Flex,+438.65 USD,3375.77,USD,Ubfly,NFLEXB,Priority Services; Change without penalty; Uninterrupted return (up to the last 12 hours); Business/First Class: 2 free bags,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,,,2026-07-29T13:34:28+00:00,success,0
TK,CLJ,ATH,CLJ,RO,ATH,GR,2027-05-23,2027-05-26,Summer,Economy,0,Eco-1,PROMOTIONAL,Economy Basic,0.00 USD,188.06,USD,Ubfly,PS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-29T13:34:28+00:00,partial,0
TK,CLJ,ATH,CLJ,RO,ATH,GR,2027-05-23,2027-05-26,Summer,Economy,1,Eco-2,Semi Flexible,Economy Flex,+11.39 USD,199.45,USD,Ubfly,RS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-29T13:34:28+00:00,partial,0
TK,CLJ,ATH,CLJ,RO,ATH,GR,2027-05-23,2027-05-26,Summer,Economy,2,Eco-3,Flexible,Economy Flex,+85.00 USD,273.06,USD,Ubfly,FX,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-29T13:34:28+00:00,partial,0
